Year;Ceremony;Award;Winner;Name;Film
2000;73;Cinematography;TRUE;Crouching Tiger, Hidden Dragon ;Peter Pau
2000;73;Cinematography;FALSE;Gladiator ;John Mathieson
2000;73;Cinematography;FALSE;Malèna ;Lajos Koltai
2000;73;Cinematography;FALSE;O Brother, Where Art Thou? ;Roger Deakins
2000;73;Cinematography;FALSE;The Patriot ;Caleb Deschanel
2000;73;Costume Design;FALSE;Crouching Tiger, Hidden Dragon ;Tim Yip
2000;73;Costume Design;FALSE;Dr. Seuss' How the Grinch Stole Christmas ;Rita Ryack
2000;73;Costume Design;TRUE;Gladiator ;Janty Yates
2000;73;Costume Design;FALSE;102 Dalmatians ;Anthony Powell
2000;73;Costume Design;FALSE;Quills ;Jacqueline West
2000;73;Directing;FALSE;Billy Elliot ;Stephen Daldry
2000;73;Directing;FALSE;Crouching Tiger, Hidden Dragon ;Ang Lee
2000;73;Directing;FALSE;Erin Brockovich ;Steven Soderbergh
2000;73;Directing;FALSE;Gladiator ;Ridley Scott
2000;73;Directing;TRUE;Traffic ;Steven Soderbergh
2000;73;Documentary (Feature);TRUE;Into the Arms of Strangers: Stories of the Kindertransport ;Mark Jonathan Harris, Deborah Oppenheimer
2000;73;Documentary (Feature);FALSE;Legacy ;Tod Lending
2000;73;Documentary (Feature);FALSE;Long Night's Journey into Day ;Frances Reid, Deborah Hoffmann
2000;73;Documentary (Feature);FALSE;Scottsboro: An American Tragedy ;Barak Goodman, Daniel Anker
2000;73;Documentary (Feature);FALSE;Sound and Fury ;Josh Aronson, Roger Weisberg
2000;73;Documentary (Short Subject);TRUE;Big Mama ;Tracy Seretean
2000;73;Documentary (Short Subject);FALSE;Curtain Call ;Chuck Braverman, Steve Kalafer
2000;73;Documentary (Short Subject);FALSE;Dolphins ;Greg MacGillivray, Alec Lorimore
2000;73;Documentary (Short Subject);FALSE;The Man on Lincoln's Nose ;Daniel Raim
2000;73;Documentary (Short Subject);FALSE;On Tiptoe: Gentle Steps to Freedom ;Eric Simonson, Leelai Demoz
2000;73;Film Editing;FALSE;Almost Famous ;Joe Hutshing, Saar Klein
2000;73;Film Editing;FALSE;Crouching Tiger, Hidden Dragon ;Tim Squyres
2000;73;Film Editing;FALSE;Gladiator ;Pietro Scalia
2000;73;Film Editing;TRUE;Traffic ;Stephen Mirrione
2000;73;Film Editing;FALSE;Wonder Boys ;Dede Allen
2000;73;Foreign Language Film;FALSE;Amores Perros ;Mexico
2000;73;Foreign Language Film;TRUE;Crouching Tiger, Hidden Dragon ;Taiwan
2000;73;Foreign Language Film;FALSE;Divided We Fall ;Czech Republic
2000;73;Foreign Language Film;FALSE;Everybody Famous! ;Belgium
2000;73;Foreign Language Film;FALSE;The Taste of Others ;France
2000;73;Makeup;FALSE;The Cell ;Michèle Burke, Edouard Henriques
2000;73;Makeup;TRUE;Dr. Seuss' How the Grinch Stole Christmas ;Rick Baker, Gail Ryan
2000;73;Makeup;FALSE;Shadow of the Vampire ;Ann Buchanan, Amber Sibley
2000;73;Music (Original Score);FALSE;Chocolat ;Rachel Portman
2000;73;Music (Original Score);TRUE;Crouching Tiger, Hidden Dragon ;Tan Dun
2000;73;Music (Original Score);FALSE;Gladiator ;Hans Zimmer
2000;73;Music (Original Score);FALSE;Malèna ;Ennio Morricone
2000;73;Music (Original Score);FALSE;The Patriot ;John Williams
2000;73;Music (Original Song);FALSE;"""A Fool In Love"" from Meet the Parents";Music and Lyric by Randy Newman
2000;73;Music (Original Song);FALSE;"""I've Seen It All"" from Dancer in the Dark";"Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson"
2000;73;Music (Original Song);FALSE;"""A Love Before Time"" from Crouching Tiger, Hidden Dragon";"Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus"
2000;73;Music (Original Song);FALSE;"""My Funny Friend And Me"" from The Emperor's New Groove";"Music by Sting and David Hartley; Lyric by Sting"
2000;73;Music (Original Song);TRUE;"""Things Have Changed"" from Wonder Boys";Music and Lyric by Bob Dylan
2000;73;Best Picture;FALSE;Chocolat ;David Brown, Kit Golden and Leslie Holleran, Producers
2000;73;Best Picture;FALSE;Crouching Tiger, Hidden Dragon ;Bill Kong, Hsu Li Kong and Ang Lee, Producers
2000;73;Best Picture;FALSE;Erin Brockovich ;Danny DeVito, Michael Shamberg and Stacey Sher, Producers
2000;73;Best Picture;TRUE;Gladiator ;Douglas Wick, David Franzoni and Branko Lustig, Producers
2000;73;Best Picture;FALSE;Traffic ;Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers
2000;73;Short Film (Animated);TRUE;Father and Daughter ;Michael Dudok de Wit
2000;73;Short Film (Animated);FALSE;The Periwig-Maker ;Steffen Schäffler, Annette Schäffler
2000;73;Short Film (Animated);FALSE;Rejected ;Don Hertzfeldt
2000;73;Short Film (Live Action);FALSE;By Courier ;Peter Riegert, Ericka Frederick
2000;73;Short Film (Live Action);FALSE;One Day Crossing ;Joan Stein, Christina Lazaridi
2000;73;Short Film (Live Action);TRUE;Quiero Ser (I want to be...) ;Florian Gallenberger
2000;73;Short Film (Live Action);FALSE;Seraglio ;Gail Lerner, Colin Campbell
2000;73;Short Film (Live Action);FALSE;A Soccer Story (Uma Historia de Futebol) ;Paulo Machline
2000;73;Sound;FALSE;Cast Away ;Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan
2000;73;Sound;TRUE;Gladiator ;Scott Millan, Bob Beemer, Ken Weston
2000;73;Sound;FALSE;The Patriot ;Kevin O'Connell, Greg P. Russell, Lee Orloff
2000;73;Sound;FALSE;The Perfect Storm ;John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester
2000;73;Sound;FALSE;U-571 ;Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock
2000;73;Sound Editing;FALSE;Space Cowboys ;Alan Robert Murray, Bub Asman
2000;73;Sound Editing;TRUE;U-571 ;Jon Johnson
2000;73;Visual Effects;TRUE;Gladiator ;John Nelson, Neil Corbould, Tim Burke, Rob Harvey
2000;73;Visual Effects;FALSE;Hollow Man ;Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks
2000;73;Visual Effects;FALSE;The Perfect Storm ;Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti
2000;73;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Chocolat ;Screenplay by Robert Nelson Jacobs
2000;73;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Crouching Tiger, Hidden Dragon ;Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung
2000;73;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;O Brother, Where Art Thou? ;Written by Ethan Coen & Joel Coen
2000;73;Writing (Screenplay Based on Material Previously Produced or Published);TRUE;Traffic ;Screenplay by Stephen Gaghan
2000;73;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Wonder Boys ;Screenplay by Steve Kloves
2000;73;Writing (Screenplay Written Directly for the Screen);TRUE;Almost Famous ;Written by Cameron Crowe
2000;73;Writing (Screenplay Written Directly for the Screen);FALSE;Billy Elliot ;Written by Lee Hall
2000;73;Writing (Screenplay Written Directly for the Screen);FALSE;Erin Brockovich ;Written by Susannah Grant
2000;73;Writing (Screenplay Written Directly for the Screen);FALSE;Gladiator ;"Screenplay by David Franzoni and John Logan and William Nicholson; Story by David Franzoni"
2000;73;Writing (Screenplay Written Directly for the Screen);FALSE;You Can Count on Me ;Written by Kenneth Lonergan
2000;73;Honorary Award;TRUE;Jack Cardiff;
2000;73;Honorary Award;TRUE;Ernest Lehman;
2000;73;Irving G. Thalberg Memorial Award;TRUE;Dino De Laurentiis;
2000;73;Gordon E. Sawyer Award;TRUE;Irwin W. Young;
2000;73;Award of Commendation;TRUE;Ioan Allen, Robin Bransbury and Mark Harrah;
2000;73;John A. Bonner Medal of Commendation;TRUE;N. Paul Kenworthy, Jr.;
2001;74;Actor in a Leading Role;FALSE;Russell Crowe;A Beautiful Mind
2001;74;Actor in a Leading Role;FALSE;Sean Penn;I Am Sam
2001;74;Actor in a Leading Role;FALSE;Will Smith;Ali
2001;74;Actor in a Leading Role;TRUE;Denzel Washington;Training Day
2001;74;Actor in a Leading Role;FALSE;Tom Wilkinson;In the Bedroom
2001;74;Actor in a Supporting Role;TRUE;Jim Broadbent;Iris
2001;74;Actor in a Supporting Role;FALSE;Ethan Hawke;Training Day
2001;74;Actor in a Supporting Role;FALSE;Ben Kingsley;Sexy Beast
2001;74;Actor in a Supporting Role;FALSE;Ian McKellen;The Lord of the Rings: The Fellowship of the Ring
2001;74;Actor in a Supporting Role;FALSE;Jon Voight;Ali
2001;74;Actress in a Leading Role;TRUE;Halle Berry;Monster's Ball
2001;74;Actress in a Leading Role;FALSE;Judi Dench;Iris
2001;74;Actress in a Leading Role;FALSE;Nicole Kidman;Moulin Rouge
2001;74;Actress in a Leading Role;FALSE;Sissy Spacek;In the Bedroom
2001;74;Actress in a Leading Role;FALSE;Renée Zellweger;Bridget Jones's Diary
2001;74;Actress in a Supporting Role;TRUE;Jennifer Connelly;A Beautiful Mind
2001;74;Actress in a Supporting Role;FALSE;Helen Mirren;Gosford Park
2001;74;Actress in a Supporting Role;FALSE;Maggie Smith;Gosford Park
2001;74;Actress in a Supporting Role;FALSE;Marisa Tomei;In the Bedroom
2001;74;Actress in a Supporting Role;FALSE;Kate Winslet;Iris
2001;74;Animated Feature Film;FALSE;Jimmy Neutron: Boy Genius ;Steve Oedekerk, John A. Davis
2001;74;Animated Feature Film;FALSE;Monsters, Inc. ;Pete Docter, John Lasseter
2001;74;Animated Feature Film;TRUE;Shrek ;Aron Warner
2001;74;Art Direction;FALSE;Amélie ;"Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla"
2001;74;Art Direction;FALSE;Gosford Park ;"Art Direction: Stephen Altman; Set Decoration: Anna Pinnock"
2001;74;Art Direction;FALSE;Harry Potter and the Sorcerer's Stone ;"Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan"
2001;74;Art Direction;FALSE;The Lord of the Rings: The Fellowship of the Ring ;"Art Direction: Grant Major; Set Decoration: Dan Hennah"
2001;74;Art Direction;TRUE;Moulin Rouge ;"Art Direction: Catherine Martin; Set Decoration: Brigitte Broch"
2001;74;Cinematography;FALSE;Amélie ;Bruno Delbonnel
2001;74;Cinematography;FALSE;Black Hawk Down ;Slawomir Idziak
2001;74;Cinematography;TRUE;The Lord of the Rings: The Fellowship of the Ring ;Andrew Lesnie
2001;74;Cinematography;FALSE;The Man Who Wasn't There ;Roger Deakins
2001;74;Cinematography;FALSE;Moulin Rouge ;Donald M. McAlpine
2001;74;Costume Design;FALSE;The Affair of the Necklace ;Milena Canonero
2001;74;Costume Design;FALSE;Gosford Park ;Jenny Beavan
2001;74;Costume Design;FALSE;Harry Potter and the Sorcerer's Stone ;Judianna Makovsky
2001;74;Costume Design;FALSE;The Lord of the Rings: The Fellowship of the Ring ;Ngila Dickson, Richard Taylor
2001;74;Costume Design;TRUE;Moulin Rouge ;Catherine Martin, Angus Strathie
2001;74;Directing;TRUE;A Beautiful Mind ;Ron Howard
2001;74;Directing;FALSE;Black Hawk Down ;Ridley Scott
2001;74;Directing;FALSE;Gosford Park ;Robert Altman
2001;74;Directing;FALSE;The Lord of the Rings: The Fellowship of the Ring ;Peter Jackson
2001;74;Directing;FALSE;Mulholland Drive ;David Lynch
2001;74;Documentary (Feature);FALSE;Children Underground ;Edet Belzberg
2001;74;Documentary (Feature);FALSE;LaLee's Kin: The Legacy of Cotton ;Susan Froemke, Deborah Dickson
2001;74;Documentary (Feature);TRUE;Murder on a Sunday Morning ;Jean-Xavier de Lestrade, Denis Poncet
2001;74;Documentary (Feature);FALSE;Promises ;Justine Shapiro, B.Z. Goldberg
2001;74;Documentary (Feature);FALSE;War Photographer ;Christian Frei
2001;74;Documentary (Short Subject);FALSE;Artists and Orphans: A True Drama ;Lianne Klapper McNally
2001;74;Documentary (Short Subject);FALSE;Sing! ;Freida Lee Mock, Jessica Sanders
2001;74;Documentary (Short Subject);TRUE;Thoth ;Sarah Kernochan, Lynn Appelle
2001;74;Film Editing;FALSE;A Beautiful Mind ;Mike Hill, Dan Hanley
2001;74;Film Editing;TRUE;Black Hawk Down ;Pietro Scalia
2001;74;Film Editing;FALSE;The Lord of the Rings: The Fellowship of the Ring ;John Gilbert
2001;74;Film Editing;FALSE;Memento ;Dody Dorn
2001;74;Film Editing;FALSE;Moulin Rouge ;Jill Bilcock
2001;74;Foreign Language Film;FALSE;Amélie ;France
2001;74;Foreign Language Film;FALSE;Elling ;Norway
2001;74;Foreign Language Film;FALSE;Lagaan ;India
2001;74;Foreign Language Film;TRUE;No Man's Land ;Bosnia & Herzegovina
2001;74;Foreign Language Film;FALSE;Son of the Bride ;Argentina
2001;74;Makeup;FALSE;A Beautiful Mind ;Greg Cannom, Colleen Callaghan
2001;74;Makeup;TRUE;The Lord of the Rings: The Fellowship of the Ring ;Peter Owen, Richard Taylor
2001;74;Makeup;FALSE;Moulin Rouge ;Maurizio Silvi, Aldo Signoretti
2001;74;Music (Original Score);FALSE;A.I. Artificial Intelligence ;John Williams
2001;74;Music (Original Score);FALSE;A Beautiful Mind ;James Horner
2001;74;Music (Original Score);FALSE;Harry Potter and the Sorcerer's Stone ;John Williams
2001;74;Music (Original Score);TRUE;The Lord of the Rings: The Fellowship of the Ring ;Howard Shore
2001;74;Music (Original Score);FALSE;Monsters, Inc. ;Randy Newman
2001;74;Music (Original Song);TRUE;"""If I Didn't Have You"" from Monsters, Inc.";Music and Lyric by Randy Newman
2001;74;Music (Original Song);FALSE;"""May It Be"" from The Lord of the Rings: The Fellowship of the Ring";Music and Lyric by Enya, Nicky Ryan and Roma Ryan
2001;74;Music (Original Song);FALSE;"""There You'll Be"" from Pearl Harbor";Music and Lyric by Diane Warren
2001;74;Music (Original Song);FALSE;"""Until"" from Kate & Leopold";Music and Lyric by Sting
2001;74;Music (Original Song);FALSE;"""Vanilla Sky"" from Vanilla Sky";Music and Lyric by Paul McCartney
2001;74;Best Picture;TRUE;A Beautiful Mind ;Brian Grazer and Ron Howard, Producers
2001;74;Best Picture;FALSE;Gosford Park ;Robert Altman, Bob Balaban and David Levy, Producers
2001;74;Best Picture;FALSE;In the Bedroom ;Graham Leader, Ross Katz and Todd Field, Producers
2001;74;Best Picture;FALSE;The Lord of the Rings: The Fellowship of the Ring ;Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers
2001;74;Best Picture;FALSE;Moulin Rouge ;Martin Brown, Baz Luhrmann and Fred Baron, Producers
2001;74;Short Film (Animated);FALSE;Fifty Percent Grey ;Ruairi Robinson, Seamus Byrne
2001;74;Short Film (Animated);TRUE;For the Birds ;Ralph Eggleston
2001;74;Short Film (Animated);FALSE;Give Up Yer Aul Sins ;Cathal Gaffney, Darragh O'Connell
2001;74;Short Film (Animated);FALSE;Strange Invaders ;Cordell Barker
2001;74;Short Film (Animated);FALSE;Stubble Trouble ;Joseph E. Merideth
2001;74;Short Film (Live Action);TRUE;the accountant ;Ray McKinnon, Lisa Blount
2001;74;Short Film (Live Action);FALSE;Copy Shop ;Virgil Widrich
2001;74;Short Film (Live Action);FALSE;Gregor's Greatest Invention ;Johannes Kiefer
2001;74;Short Film (Live Action);FALSE;A Man Thing (Meska Sprawa) ;Slawomir Fabicki, Bogumil Godfrejow
2001;74;Short Film (Live Action);FALSE;Speed for Thespians ;Kalman Apple, Shameela Bakhsh
2001;74;Sound;FALSE;Amélie ;Vincent Arnardi, Guillaume Leriche, Jean Umansky
2001;74;Sound;TRUE;Black Hawk Down ;Michael Minkler, Myron Nettinga, Chris Munro
2001;74;Sound;FALSE;The Lord of the Rings: The Fellowship of the Ring ;Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek
2001;74;Sound;FALSE;Moulin Rouge ;Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics
2001;74;Sound;FALSE;Pearl Harbor ;Kevin O'Connell, Greg P. Russell, Peter J. Devlin
2001;74;Sound Editing;FALSE;Monsters, Inc. ;Gary Rydstrom, Michael Silvers
2001;74;Sound Editing;TRUE;Pearl Harbor ;George Watters II, Christopher Boyes
2001;74;Visual Effects;FALSE;A.I. Artificial Intelligence ;Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri
2001;74;Visual Effects;TRUE;The Lord of the Rings: The Fellowship of the Ring ;Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson
2001;74;Visual Effects;FALSE;Pearl Harbor ;Eric Brevig, John Frazier, Ed Hirsh, Ben Snow
2001;74;Writing (Screenplay Based on Material Previously Produced or Published);TRUE;A Beautiful Mind ;Written by Akiva Goldsman
2001;74;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Ghost World ;Written by Daniel Clowes & Terry Zwigoff
2001;74;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;In the Bedroom ;Screenplay by Rob Festinger and Todd Field
2001;74;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Lord of the Rings: The Fellowship of the Ring ;Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson
2001;74;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Shrek ;Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman
2001;74;Writing (Screenplay Written Directly for the Screen);FALSE;Amélie ;"Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant"
2001;74;Writing (Screenplay Written Directly for the Screen);TRUE;Gosford Park ;Written by Julian Fellowes
2001;74;Writing (Screenplay Written Directly for the Screen);FALSE;Memento ;"Screenplay by Christopher Nolan; Story by Jonathan Nolan"
2001;74;Writing (Screenplay Written Directly for the Screen);FALSE;Monster's Ball ;Written by Milo Addica & Will Rokos
2001;74;Writing (Screenplay Written Directly for the Screen);FALSE;The Royal Tenenbaums ;Written by Wes Anderson & Owen Wilson
2001;74;Jean Hersholt Humanitarian Award;TRUE;Arthur Hiller;
2001;74;Honorary Award;TRUE;Sidney Poitier;
2001;74;Honorary Award;TRUE;Robert Redford;
2001;74;Gordon E. Sawyer Award;TRUE;Edmund M. Di Giulio;
2001;74;Award of Commendation;TRUE;Rune Ericson;
2001;74;Award of Commendation;TRUE;The American Society of Cinematographers (ASC);
2001;74;John A. Bonner Medal of Commendation;TRUE;Ray Feeney;
2002;75;Actor in a Leading Role;TRUE;Adrien Brody;The Pianist
2002;75;Actor in a Leading Role;FALSE;Nicolas Cage;Adaptation
2002;75;Actor in a Leading Role;FALSE;Michael Caine;The Quiet American
2002;75;Actor in a Leading Role;FALSE;Daniel Day-Lewis;Gangs of New York
2002;75;Actor in a Leading Role;FALSE;Jack Nicholson;About Schmidt
2002;75;Actor in a Supporting Role;TRUE;Chris Cooper;Adaptation
2002;75;Actor in a Supporting Role;FALSE;Ed Harris;The Hours
2002;75;Actor in a Supporting Role;FALSE;Paul Newman;Road to Perdition
2002;75;Actor in a Supporting Role;FALSE;John C. Reilly;Chicago
2002;75;Actor in a Supporting Role;FALSE;Christopher Walken;Catch Me If You Can
2002;75;Actress in a Leading Role;FALSE;Salma Hayek;Frida
2002;75;Actress in a Leading Role;TRUE;Nicole Kidman;The Hours
2002;75;Actress in a Leading Role;FALSE;Diane Lane;Unfaithful
2002;75;Actress in a Leading Role;FALSE;Julianne Moore;Far from Heaven
2002;75;Actress in a Leading Role;FALSE;Renée Zellweger;Chicago
2002;75;Actress in a Supporting Role;FALSE;Kathy Bates;About Schmidt
2002;75;Actress in a Supporting Role;FALSE;Julianne Moore;The Hours
2002;75;Actress in a Supporting Role;FALSE;Queen Latifah;Chicago
2002;75;Actress in a Supporting Role;FALSE;Meryl Streep;Adaptation
